Time,Elapsed Time (s),Current (A),MFC 1 Flow Rate,MFC 2 Flow Rate,MFC 3 Flow Rate,Cycle
2024-10-01 13:43:58.152,57.021,0.0001049996,1000.0,0.0,0.0,Pre-Cycle
2024-10-01 13:43:58.819,57.711,0.0001049996,1000.0,0.0,0.0,Pre-Cycle
2024-10-01 13:43:59.489,58.382,0.0001049996,1000.0,0.0,0.0,Pre-Cycle
2024-10-01 13:44:00.184,59.056,0.0001049997,1000.0,0.0,0.0,Pre-Cycle
2024-10-01 13:44:00.846,59.74,0.0001049997,1000.0,0.0,0.0,Pre-Cycle
2024-10-01 13:44:02.162,60.414,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:02.840,61.726,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:03.524,62.398,0.0001049995,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:04.226,63.081,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:04.899,63.782,0.0001049995,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:05.595,64.463,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:06.283,65.159,0.0001049997,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:06.960,65.835,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:07.640,66.515,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:08.317,67.2,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:08.992,67.882,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:09.660,68.555,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:10.364,69.224,0.0001049995,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:11.032,69.923,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:11.712,70.591,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:12.381,71.268,0.0001049998,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:13.050,71.934,0.0001049995,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:13.727,72.61,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:14.432,73.291,0.0001049997,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:15.128,74.004,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:15.788,74.683,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:16.458,75.348,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:17.130,76.021,0.0001049995,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:17.795,76.69,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:18.459,77.354,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:19.159,78.015,0.0001049995,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:19.879,78.735,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:20.539,79.435,0.0001049997,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:21.210,80.095,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:21.874,80.765,0.0001049997,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:22.559,81.437,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:23.244,82.119,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:23.911,82.808,0.0001049997,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:24.583,83.471,0.0001049998,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:25.239,84.138,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:25.919,84.798,0.0001049998,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:26.579,85.474,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:27.241,86.139,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:27.913,86.804,0.0001049998,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:28.613,87.476,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:29.307,88.18,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:29.984,88.875,0.0001049997,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:30.643,89.54,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:31.325,90.198,0.0001049997,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:31.989,90.888,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:32.658,91.549,0.0001049995,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:33.314,92.214,0.0001049997,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:34.001,92.875,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:34.666,93.562,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:35.326,94.227,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:35.990,94.88,0.0001049997,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:36.653,95.551,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:37.337,96.214,0.0001049995,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:38.004,96.897,0.0001049995,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:38.698,97.565,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:39.394,98.262,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:40.040,98.947,0.0001049995,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:40.758,99.613,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:41.444,100.314,0.0001049997,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:42.111,101.004,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:42.789,101.679,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:43.447,102.341,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:44.106,103.005,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:44.784,103.666,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:45.464,104.341,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:46.121,105.021,0.0001049995,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:46.824,105.693,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:47.549,106.385,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:48.205,107.105,0.0001049995,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:48.884,107.762,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:49.562,108.44,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:50.257,109.122,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:50.975,109.821,0.0001049997,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:51.659,110.536,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:52.338,111.224,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:53.008,111.899,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:53.665,112.563,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:54.331,113.229,0.0001049995,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:54.992,113.888,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:55.685,114.56,0.0001049997,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:56.342,115.244,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:57.005,115.895,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:57.710,116.566,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:58.377,117.275,0.0001049997,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:59.077,117.942,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:44:59.742,118.641,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:45:00.415,119.297,0.0001049997,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:45:01.069,119.975,0.0001049996,900.0,0.0,99.99999237060547,Run-On Cycle
2024-10-01 13:45:02.304,120.627,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:03.001,121.867,0.0001049997,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:03.693,122.554,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:04.382,123.255,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:05.056,123.942,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:05.713,124.613,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:06.382,125.269,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:07.050,125.942,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:07.722,126.604,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:08.404,127.284,0.0001049997,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:09.121,127.971,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:09.785,128.685,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:10.458,129.35,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:11.130,130.019,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:11.819,130.696,0.0001049997,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:12.511,131.377,0.0001049997,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:13.177,132.076,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:13.885,132.738,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:14.544,133.441,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:15.255,134.102,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:15.920,134.813,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:16.588,135.48,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:17.254,136.145,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:17.935,136.814,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:18.649,137.501,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:19.325,138.213,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:20.030,138.885,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:20.738,139.598,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:21.433,140.294,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:22.132,140.99,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:22.815,141.693,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:23.485,142.371,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:24.153,143.038,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:24.844,143.713,0.0001049997,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:25.504,144.398,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:26.201,145.069,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:26.881,145.758,0.0001049997,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:27.572,146.441,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:28.245,147.133,0.0001049997,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:28.914,147.806,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:29.588,148.475,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:30.286,149.151,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:30.983,149.855,0.0001049997,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:31.646,150.537,0.0001049997,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:32.357,151.21,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:33.046,151.913,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:33.707,152.608,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:34.400,153.267,0.0001049994,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:35.101,153.964,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:35.779,154.658,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:36.434,155.339,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:37.115,155.99,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:37.773,156.668,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:38.451,157.328,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:39.134,158.016,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:39.812,158.694,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:40.486,159.376,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:41.153,160.046,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:41.836,160.718,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:42.504,161.4,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:43.173,162.068,0.0001049997,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:43.873,162.731,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:44.545,163.43,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:45.216,164.106,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:45.889,164.776,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:46.590,165.449,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:47.285,166.15,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:47.982,166.849,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:48.660,167.543,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:49.333,168.221,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:50.026,168.897,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:50.695,169.587,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:51.370,170.261,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:52.048,170.93,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:52.737,171.612,0.0001049997,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:53.422,172.297,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:54.102,172.983,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:54.793,173.662,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:55.475,174.354,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:56.176,175.03,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:56.850,175.737,0.0001049997,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:57.506,176.404,0.0001049995,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:58.167,177.073,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:58.839,177.727,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:45:59.533,178.402,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:46:00.207,179.086,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:46:00.875,179.77,0.0001049996,1000.0,0.0,0.0,Off Cycle
2024-10-01 13:46:01.555,180.429,0.0001049997,1000.0,0.0,0.0,Off Cycle
